,user_id,vehicle_model,battery_capacity_kWh,charging_station_id,charging_station_location,charging_start,charging_end,charging_duration_hours,charging_cost_usd,time_of_day,day_of_week,vehicle_age_years,charger_type,user_type,vehicle_brand,ev_type,logo,state_id,state_name,lat,lng,type_of_current,voltage,connector_type,connector_image
360,419,Hyundai Kona,62.0,371,Chicago,2024-01-18 10:00:00,2024-01-18 11:34:00,2.46978,10.9917,Evening,Friday,0,Level 1,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
361,420,BMW i3,85.0,257,Chicago,2024-01-18 11:00:00,2024-01-18 12:46:00,1.077,7.26985,Night,Thursday,0,DC Fast Charger,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
362,421,Nissan Leaf,100.0,268,Los Angeles,2024-01-18 12:00:00,2024-01-18 12:30:00,1.49512,13.5711,Morning,Tuesday,2,DC Fast Charger,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
363,422,BMW i3,85.0,359,Los Angeles,2024-01-18 13:00:00,2024-01-18 15:42:00,3.91964,21.4801,Afternoon,Saturday,4,Level 2,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
364,423,Nissan Leaf,69.445,4,Houston,2024-01-18 14:00:00,2024-01-18 15:49:00,0.682132,28.1195,Afternoon,Monday,2,DC Fast Charger,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
365,425,Chevy Bolt,50.0,397,Los Angeles,2024-01-18 16:00:00,2024-01-18 16:57:00,2.31736,30.6676,Evening,Thursday,3,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
366,426,Nissan Leaf,100.0,354,Los Angeles,2024-01-18 17:00:00,2024-01-18 17:52:00,3.79656,26.9441,Night,Tuesday,6,Level 2,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
367,427,Tesla Model 3,100.0,106,Chicago,2024-01-18 18:00:00,2024-01-18 20:18:00,3.73476,24.8178,Night,Monday,2,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
368,428,Hyundai Kona,85.0,85,Los Angeles,2024-01-18 19:00:00,2024-01-18 21:16:00,1.90472,10.4207,Morning,Tuesday,2,Level 2,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
369,429,Hyundai Kona,100.0,214,San Francisco,2024-01-18 20:00:00,2024-01-18 22:54:00,2.02282,7.96453,Morning,Monday,3,Level 1,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
370,430,BMW i3,62.0,121,New York,2024-01-18 21:00:00,2024-01-18 23:22:00,0.876245,20.2436,Evening,Sunday,1,Level 2,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
371,431,Nissan Leaf,3.9766,132,Los Angeles,2024-01-18 22:00:00,2024-01-19 00:07:00,2.19351,6.19058,Night,Tuesday,2,DC Fast Charger,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
372,432,Tesla Model 3,62.0,338,Houston,2024-01-18 23:00:00,2024-01-19 01:50:00,2.45501,15.4131,Morning,Tuesday,2,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
373,433,BMW i3,62.0,197,San Francisco,2024-01-19 00:00:00,2024-01-19 02:51:00,2.80935,15.912,Evening,Sunday,5,Level 2,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
374,434,Chevy Bolt,50.0,19,Houston,2024-01-19 01:00:00,2024-01-19 03:48:00,3.59108,28.3747,Evening,Saturday,2,Level 2,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
375,435,BMW i3,100.0,130,San Francisco,2024-01-19 02:00:00,2024-01-19 02:57:00,0.948193,39.9075,Morning,Thursday,5,Level 2,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
376,438,Chevy Bolt,100.0,330,Houston,2024-01-19 05:00:00,2024-01-19 06:30:00,3.00771,31.9489,Evening,Thursday,2,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
377,439,BMW i3,62.0,354,San Francisco,2024-01-19 06:00:00,2024-01-19 08:32:00,2.4596,54.893,Afternoon,Thursday,7,DC Fast Charger,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
378,440,Tesla Model 3,50.0,262,Chicago,2024-01-19 07:00:00,2024-01-19 08:33:00,1.3773,18.3432,Evening,Friday,5,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
379,441,Tesla Model 3,50.0,392,Los Angeles,2024-01-19 08:00:00,2024-01-19 09:00:00,1.49448,23.711,Night,Friday,5,Level 2,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
380,442,Hyundai Kona,67.542,125,New York,2024-01-19 09:00:00,2024-01-19 10:50:00,1.26552,29.8779,Afternoon,Saturday,5,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
381,443,Chevy Bolt,75.0,307,Los Angeles,2024-01-19 10:00:00,2024-01-19 13:50:00,3.27188,36.5444,Morning,Thursday,1,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
382,444,Chevy Bolt,100.0,267,Chicago,2024-01-19 11:00:00,2024-01-19 11:39:00,0.67494,5.38494,Evening,Sunday,7,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
383,446,BMW i3,100.0,441,Chicago,2024-01-19 13:00:00,2024-01-19 15:58:00,0.823474,11.3486,Morning,Saturday,5,Level 2,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
384,447,Chevy Bolt,100.0,383,Los Angeles,2024-01-19 14:00:00,2024-01-19 17:54:00,0.697324,9.74214,Night,Monday,6,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
385,448,Tesla Model 3,127.28,140,San Francisco,2024-01-19 15:00:00,2024-01-19 16:28:00,3.43051,15.32,Morning,Thursday,6,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
386,449,Tesla Model 3,107.432,329,Los Angeles,2024-01-19 16:00:00,2024-01-19 19:27:00,0.58103,20.6526,Evening,Friday,3,Level 2,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
387,450,Nissan Leaf,62.0,2,Los Angeles,2024-01-19 17:00:00,2024-01-19 20:46:00,3.07031,39.6625,Morning,Tuesday,4,Level 1,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
388,451,Chevy Bolt,85.0,8,Los Angeles,2024-01-19 18:00:00,2024-01-19 21:47:00,1.64541,21.6728,Morning,Thursday,2,DC Fast Charger,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
389,452,BMW i3,85.0,250,Houston,2024-01-19 19:00:00,2024-01-19 19:59:00,2.45865,6.7599,Evening,Thursday,2,Level 2,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
390,453,Hyundai Kona,85.0,139,Chicago,2024-01-19 20:00:00,2024-01-19 22:54:00,3.75795,10.5217,Morning,Friday,2,Level 2,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
391,454,Hyundai Kona,62.0,124,Chicago,2024-01-19 21:00:00,2024-01-20 00:52:00,3.46806,25.5517,Night,Friday,1,Level 2,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
392,455,BMW i3,62.0,309,Chicago,2024-01-19 22:00:00,2024-01-19 22:49:00,2.47172,19.2159,Evening,Wednesday,7,Level 1,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
393,456,Nissan Leaf,62.0,228,Houston,2024-01-19 23:00:00,2024-01-20 00:17:00,2.40834,33.1865,Night,Saturday,1,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
394,457,Hyundai Kona,85.0,10,San Francisco,2024-01-20 00:00:00,2024-01-20 03:50:00,0.359917,32.0699,Morning,Friday,0,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
395,458,Chevy Bolt,100.0,469,Los Angeles,2024-01-20 01:00:00,2024-01-20 03:39:00,3.3415,14.2581,Afternoon,Friday,2,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
396,459,Nissan Leaf,52.3322,212,San Francisco,2024-01-20 02:00:00,2024-01-20 03:06:00,3.04387,11.1261,Night,Friday,6,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
397,460,Chevy Bolt,75.0,112,Houston,2024-01-20 03:00:00,2024-01-20 05:38:00,2.84442,8.84846,Night,Saturday,2,DC Fast Charger,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
398,461,Tesla Model 3,62.0,8,Chicago,2024-01-20 04:00:00,2024-01-20 06:41:00,1.77172,24.1098,Morning,Tuesday,0,Level 2,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
399,462,Nissan Leaf,50.0,292,Los Angeles,2024-01-20 05:00:00,2024-01-20 07:09:00,2.40016,29.7631,Afternoon,Thursday,1,Level 2,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
400,463,Hyundai Kona,85.0,477,New York,2024-01-20 06:00:00,2024-01-20 07:23:00,3.91141,22.3099,Evening,Thursday,6,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
401,464,Nissan Leaf,85.0,362,New York,2024-01-20 07:00:00,2024-01-20 09:31:00,1.06556,32.627,Afternoon,Friday,7,Level 1,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
402,465,Nissan Leaf,100.0,460,San Francisco,2024-01-20 08:00:00,2024-01-20 08:54:00,2.64564,5.0561,Evening,Sunday,6,DC Fast Charger,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
403,466,Nissan Leaf,85.0,253,Chicago,2024-01-20 09:00:00,2024-01-20 11:40:00,1.17772,35.3448,Morning,Sunday,5,DC Fast Charger,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
404,467,Nissan Leaf,85.0,14,New York,2024-01-20 10:00:00,2024-01-20 10:38:00,2.6494,30.9335,Afternoon,Saturday,4,Level 2,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
405,469,Tesla Model 3,39.2974,438,Houston,2024-01-20 12:00:00,2024-01-20 15:51:00,1.86344,33.5818,Night,Friday,7,Level 2,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
406,470,BMW i3,62.0,242,San Francisco,2024-01-20 13:00:00,2024-01-20 14:03:00,2.00541,32.6202,Afternoon,Saturday,1,Level 2,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
407,471,Nissan Leaf,129.524,469,San Francisco,2024-01-20 14:00:00,2024-01-20 15:12:00,3.91926,11.0576,Evening,Saturday,0,DC Fast Charger,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
408,472,Hyundai Kona,85.0,342,San Francisco,2024-01-20 15:00:00,2024-01-20 16:43:00,2.21934,16.961,Night,Wednesday,6,Level 2,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
409,474,Hyundai Kona,75.0,236,San Francisco,2024-01-20 17:00:00,2024-01-20 17:51:00,1.35472,23.6848,Night,Thursday,0,Level 2,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
410,475,Chevy Bolt,100.0,306,San Francisco,2024-01-20 18:00:00,2024-01-20 19:39:00,3.10478,36.9438,Evening,Wednesday,5,Level 1,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
